SP_40.csv,SP_41.csv,SP_42.csv,SP_43.csv,SP_44.csv,SP_45.csv,SP_46.csv,SP_47.csv,SP_48.csv,SP_49.csv,SP_50.csv,SP_51.csv,SP_52.csv,SP_53.csv,SP_54.csv,SP_55.csv,SP_56.csv,SP_57.csv
7092.0000,6264.5000,5839.5000,5631.5000,5529.0000,5465.5000,7607.0000,6578.5000,6197.5000,8648.5000,7803.5000,7344.0000,7074.5000,6102.5000,5771.0000,7396.0000,6863.5000,6673.5000
6973.0000,6193.0000,5785.0000,5593.5000,5439.5000,5354.5000,7437.0000,6482.5000,6146.0000,8538.5000,7626.5000,7177.0000,7019.0000,5977.5000,5678.0000,7245.5000,6736.0000,6632.5000
6950.0000,6091.0000,5688.5000,5600.0000,5401.5000,5301.0000,7405.5000,6444.0000,6054.0000,8504.0000,7533.5000,7158.0000,6915.0000,6022.0000,5629.5000,7196.5000,6750.5000,6602.5000
6847.0000,6056.0000,5693.5000,5560.0000,5355.5000,5312.5000,7319.0000,6410.5000,6086.5000,8384.0000,7485.5000,7092.0000,6839.5000,5893.5000,5591.0000,7202.5000,6653.0000,6448.5000
6917.0000,6025.5000,5589.5000,5452.0000,5287.0000,5240.5000,7286.0000,6290.0000,5983.0000,8263.0000,7373.0000,7000.5000,6811.0000,5903.0000,5501.5000,7166.5000,6561.0000,6393.5000
6835.0000,5913.0000,5581.0000,5409.0000,5318.0000,5155.5000,7222.0000,6269.0000,5915.0000,8214.0000,7275.5000,6879.5000,6747.5000,5791.5000,5515.0000,7083.5000,6563.5000,6378.5000
6779.0000,5939.0000,5626.0000,5396.5000,5239.5000,5193.0000,7202.5000,6248.0000,5932.0000,8066.0000,7283.0000,6875.0000,6678.0000,5806.5000,5507.5000,7110.0000,6533.5000,6376.0000
6691.5000,5927.5000,5524.5000,5459.0000,5211.0000,5200.5000,7204.5000,6183.5000,5873.0000,8077.0000,7228.5000,6784.0000,6635.5000,5741.5000,5476.5000,7017.0000,6470.0000,6341.0000
6722.0000,5839.5000,5518.0000,5332.0000,5194.0000,5091.5000,7130.0000,6189.0000,5856.0000,7957.5000,7200.5000,6750.5000,6610.0000,5729.0000,5377.5000,7012.0000,6399.5000,6302.5000
6655.0000,5827.0000,5549.0000,5364.0000,5142.0000,5103.5000,7056.0000,6161.5000,5850.5000,7984.5000,7128.0000,6800.5000,6616.5000,5715.0000,5407.0000,6916.0000,6446.5000,6283.0000
6632.5000,5824.0000,5507.5000,5335.0000,5175.0000,5088.0000,7055.5000,6114.0000,5818.0000,7908.5000,7076.0000,6711.0000,6554.5000,5675.0000,5345.0000,6884.5000,6381.0000,6289.0000
6545.5000,5853.0000,5431.5000,5270.0000,5158.5000,5062.5000,6993.5000,6073.0000,5719.0000,7839.0000,7022.5000,6549.0000,6462.0000,5620.0000,5304.5000,6885.5000,6332.0000,6131.0000
6645.5000,5835.5000,5429.5000,5276.5000,5186.5000,5052.5000,7003.0000,6074.5000,5797.0000,7761.0000,6983.0000,6603.0000,6486.0000,5670.5000,5345.5000,6817.5000,6366.5000,6203.5000
6491.5000,5747.5000,5416.0000,5243.0000,5114.0000,5094.5000,7001.5000,6026.5000,5725.0000,7747.5000,6953.5000,6596.5000,6497.0000,5572.0000,5299.0000,6852.0000,6334.0000,6151.5000
6565.0000,5758.5000,5404.5000,5283.5000,5032.5000,5049.0000,6958.0000,5995.5000,5687.5000,7705.5000,6860.5000,6583.0000,6394.5000,5598.5000,5234.5000,6793.5000,6277.0000,6114.5000
6490.5000,5760.0000,5384.5000,5209.5000,5079.0000,4956.5000,6935.0000,5942.0000,5668.0000,7677.0000,6858.5000,6529.0000,6444.5000,5445.5000,5184.0000,6723.0000,6255.5000,6144.5000
6526.0000,5789.0000,5437.0000,5228.5000,5076.5000,5005.0000,7016.0000,5996.5000,5745.5000,7675.5000,6902.5000,6510.5000,6436.5000,5543.0000,5202.5000,6809.5000,6242.5000,6134.0000
6493.5000,5733.0000,5410.0000,5291.0000,5096.0000,4966.0000,6982.0000,5987.0000,5713.5000,7638.0000,6880.0000,6476.5000,6369.5000,5563.5000,5349.5000,6767.0000,6305.5000,6139.0000
6493.5000,5759.0000,5351.5000,5184.5000,5076.5000,4947.5000,6896.0000,5973.0000,5665.5000,7647.5000,6837.0000,6359.0000,6309.0000,5542.0000,5275.5000,6823.5000,6249.0000,6178.5000
6467.0000,5708.5000,5426.0000,5192.0000,5022.5000,4992.5000,6844.0000,6003.5000,5644.5000,7587.5000,6861.5000,6419.0000,6383.0000,5468.0000,5203.0000,6747.0000,6186.0000,6043.0000
6449.0000,5745.0000,5374.0000,5246.5000,5098.0000,4987.5000,6878.5000,5975.0000,5650.0000,7584.0000,6856.5000,6491.0000,6309.5000,5499.5000,5309.0000,6761.0000,6244.0000,6133.5000
6436.0000,5735.5000,5358.0000,5188.0000,5049.5000,5009.5000,6858.5000,5942.0000,5628.0000,7606.0000,6778.0000,6438.0000,6338.0000,5457.0000,5202.0000,6732.0000,6235.0000,6042.0000
6457.5000,5713.5000,5314.0000,5175.0000,4960.0000,4930.5000,6846.5000,5845.5000,5604.5000,7599.0000,6813.5000,6339.5000,6350.5000,5502.5000,5156.5000,6647.5000,6280.5000,6095.5000
6443.5000,5679.5000,5368.5000,5186.0000,5017.5000,4941.0000,6847.5000,5959.0000,5636.5000,7554.5000,6803.0000,6334.5000,6323.0000,5450.5000,5205.0000,6726.5000,6257.5000,6137.0000
6385.5000,5687.5000,5338.5000,5156.5000,5030.5000,4955.0000,6862.0000,5954.5000,5654.5000,7569.0000,6782.5000,6394.0000,6324.5000,5487.5000,5177.0000,6745.5000,6232.5000,6052.5000
6469.0000,5706.0000,5316.5000,5171.0000,4994.0000,4933.0000,6795.0000,5946.0000,5625.0000,7507.5000,6721.5000,6419.0000,6347.0000,5441.5000,5216.0000,6640.5000,6222.5000,6023.0000
6452.0000,5684.5000,5359.0000,5169.0000,5011.0000,4912.0000,6754.5000,5904.5000,5635.5000,7509.5000,6691.5000,6371.0000,6261.0000,5457.0000,5136.5000,6644.5000,6184.5000,6047.0000
6527.5000,5728.0000,5430.0000,5201.0000,5064.5000,4947.0000,6831.5000,5954.0000,5611.0000,7563.0000,6775.5000,6397.5000,6347.5000,5487.5000,5202.0000,6641.0000,6241.5000,6061.5000
6443.5000,5710.5000,5376.5000,5193.5000,5027.0000,4939.5000,6792.5000,5892.5000,5626.0000,7545.5000,6725.0000,6360.5000,6309.0000,5433.0000,5195.0000,6672.0000,6184.5000,6120.0000
6423.5000,5752.5000,5352.5000,5169.5000,5057.0000,4941.0000,6910.0000,5943.0000,5611.0000,7597.5000,6791.0000,6446.5000,6284.5000,5478.0000,5156.0000,6674.5000,6218.5000,6092.0000
6486.0000,5747.0000,5391.5000,5166.5000,5041.5000,4980.5000,6850.5000,5877.0000,5599.0000,7530.5000,6719.5000,6326.0000,6298.0000,5488.5000,5181.0000,6636.0000,6207.5000,6049.0000
6436.5000,5702.5000,5345.0000,5214.5000,5082.0000,4978.0000,6874.0000,5968.0000,5645.0000,7550.5000,6789.0000,6402.5000,6332.5000,5458.0000,5173.0000,6739.5000,6221.0000,6059.5000
6497.5000,5710.0000,5347.5000,5150.5000,4965.0000,4922.0000,6744.5000,5909.5000,5587.0000,7543.0000,6685.5000,6392.0000,6253.5000,5442.0000,5162.0000,6673.5000,6254.5000,6131.0000
6459.5000,5735.0000,5401.0000,5163.5000,5002.0000,5018.5000,6821.5000,5904.5000,5590.0000,7492.0000,6731.5000,6367.5000,6343.0000,5473.0000,5209.5000,6676.5000,6235.0000,6080.0000
6525.5000,5745.0000,5365.5000,5218.0000,5075.5000,4988.5000,6836.0000,5916.5000,5640.5000,7540.5000,6716.0000,6359.5000,6295.0000,5462.5000,5190.5000,6732.5000,6197.5000,6070.5000
6473.0000,5752.5000,5329.5000,5157.0000,5070.0000,4986.5000,6868.5000,5920.5000,5619.0000,7508.5000,6769.0000,6403.0000,6277.5000,5432.0000,5206.5000,6720.0000,6238.5000,6022.0000
6426.5000,5706.0000,5381.5000,5160.0000,4974.0000,4978.5000,6792.0000,5933.5000,5606.5000,7516.0000,6729.0000,6387.0000,6322.5000,5430.0000,5176.5000,6726.5000,6277.5000,6060.0000
6414.0000,5647.0000,5393.0000,5193.0000,5014.0000,4972.5000,6829.5000,5967.5000,5702.5000,7501.0000,6775.5000,6387.5000,6310.0000,5434.5000,5182.5000,6646.0000,6242.5000,6135.5000
6481.0000,5754.0000,5330.0000,5241.5000,5107.0000,4954.5000,6837.0000,5908.5000,5651.0000,7542.5000,6788.5000,6380.0000,6335.0000,5489.0000,5207.5000,6695.5000,6216.5000,6057.0000
6483.0000,5743.5000,5380.5000,5217.0000,5058.0000,4978.0000,6910.5000,5934.0000,5673.0000,7526.0000,6806.5000,6420.0000,6428.5000,5476.5000,5234.0000,6713.5000,6261.0000,6093.0000
6435.5000,5758.0000,5395.5000,5220.5000,5094.0000,4961.5000,6818.0000,5893.5000,5587.5000,7544.0000,6759.5000,6342.0000,6311.0000,5457.5000,5232.0000,6676.5000,6280.5000,6072.0000
6473.0000,5773.5000,5386.5000,5273.0000,5140.5000,4979.5000,6939.0000,5927.5000,5604.0000,7549.0000,6750.5000,6408.0000,6335.0000,5549.5000,5235.5000,6763.0000,6265.5000,6171.0000
6450.5000,5698.5000,5279.0000,5137.5000,5034.0000,4987.5000,6852.0000,5903.0000,5610.0000,7535.0000,6687.0000,6367.0000,6285.5000,5451.0000,5151.0000,6673.0000,6254.0000,6012.0000
6412.0000,5702.0000,5350.0000,5157.5000,5054.0000,4957.5000,6749.5000,5891.5000,5652.0000,7487.0000,6748.5000,6298.5000,6279.5000,5458.5000,5222.5000,6704.0000,6152.0000,6058.0000
6435.0000,5652.5000,5347.5000,5130.5000,5019.0000,4934.0000,6767.5000,5920.5000,5568.5000,7450.0000,6686.0000,6259.0000,6235.5000,5395.0000,5170.0000,6616.5000,6118.0000,6028.0000
6427.5000,5734.5000,5345.5000,5179.5000,5059.5000,4990.0000,6868.0000,5903.5000,5515.5000,7469.0000,6725.0000,6329.0000,6295.0000,5463.5000,5161.5000,6639.0000,6174.5000,6064.5000
6424.0000,5664.5000,5318.5000,5164.5000,4989.5000,4950.0000,6742.5000,5854.5000,5604.0000,7475.5000,6673.5000,6308.0000,6235.0000,5487.0000,5138.0000,6685.5000,6175.5000,6046.5000
6454.0000,5697.5000,5305.0000,5151.5000,5033.0000,4921.0000,6772.0000,5816.5000,5581.0000,7468.5000,6693.0000,6327.0000,6301.5000,5398.0000,5169.0000,6651.5000,6113.5000,6061.5000
6439.0000,5606.5000,5301.0000,5168.0000,5057.5000,4950.0000,6769.5000,5887.0000,5541.5000,7415.5000,6695.0000,6320.0000,6251.0000,5483.0000,5160.5000,6624.0000,6207.5000,6013.5000
6429.0000,5643.0000,5335.5000,5164.5000,4958.5000,4913.5000,6809.5000,5855.0000,5584.0000,7417.0000,6713.5000,6314.0000,6261.0000,5394.0000,5160.5000,6650.5000,6149.0000,5991.5000
6277.0000,5589.5000,5258.0000,5083.5000,4927.0000,4876.5000,6679.5000,5750.5000,5519.5000,7259.0000,6566.5000,6199.0000,6193.0000,5368.0000,5062.5000,6492.0000,6076.5000,5967.0000
6371.5000,5580.0000,5300.0000,5123.0000,4938.0000,4910.5000,6681.5000,5763.0000,5513.5000,7361.0000,6584.5000,6231.0000,6174.0000,5336.5000,5135.0000,6554.5000,6100.0000,5941.5000
6290.0000,5556.5000,5292.0000,5096.0000,4932.5000,4949.5000,6675.5000,5739.0000,5466.0000,7322.5000,6543.5000,6194.0000,6145.5000,5333.0000,5071.0000,6580.0000,6122.0000,5949.0000
6361.5000,5591.5000,5204.5000,5092.0000,4955.0000,4921.0000,6699.5000,5767.0000,5539.5000,7351.5000,6585.5000,6248.5000,6135.0000,5400.0000,5077.0000,6548.0000,6122.0000,5900.0000
6291.5000,5607.5000,5208.0000,5025.5000,4941.5000,4892.5000,6671.0000,5822.0000,5464.0000,7331.0000,6522.5000,6211.5000,6155.5000,5247.0000,5055.5000,6550.5000,6071.0000,5889.0000
6248.5000,5575.5000,5233.5000,5110.0000,4980.0000,4861.5000,6659.5000,5741.5000,5456.5000,7283.0000,6547.0000,6195.5000,6165.0000,5308.5000,5066.5000,6576.5000,6055.5000,5907.0000
6282.5000,5557.0000,5212.0000,5073.0000,4908.0000,4857.0000,6676.0000,5800.0000,5468.5000,7338.5000,6569.5000,6196.0000,6132.5000,5354.0000,5060.5000,6533.0000,6083.0000,5915.5000
6334.0000,5601.5000,5271.0000,5036.5000,5000.0000,4823.0000,6729.0000,5803.0000,5474.0000,7273.5000,6521.0000,6175.5000,6110.0000,5364.0000,5056.0000,6547.0000,6036.5000,5947.0000
6253.5000,5579.0000,5213.0000,5055.0000,4908.5000,4841.0000,6651.0000,5747.5000,5435.0000,7239.0000,6447.5000,6101.5000,6138.5000,5244.5000,5001.0000,6517.0000,6014.0000,5898.5000
6277.5000,5579.5000,5158.0000,5068.5000,4870.5000,4753.0000,6660.0000,5760.0000,5482.5000,7155.5000,6467.0000,6115.0000,6125.5000,5305.0000,5030.0000,6428.5000,6016.0000,5846.0000
6273.0000,5561.0000,5165.5000,5031.0000,4891.0000,4829.5000,6569.0000,5726.0000,5421.5000,7207.5000,6524.5000,6064.5000,6065.5000,5264.0000,4961.0000,6416.5000,6020.5000,5873.0000
6248.5000,5492.0000,5189.0000,5000.5000,4855.5000,4794.0000,6518.5000,5657.0000,5377.5000,7143.5000,6406.5000,6025.5000,6066.0000,5224.0000,5012.5000,6416.5000,5990.0000,5806.0000
6226.0000,5487.5000,5179.5000,4984.5000,4908.0000,4795.5000,6643.5000,5658.5000,5369.5000,7166.0000,6418.0000,6054.5000,6030.0000,5226.0000,5009.5000,6381.5000,5906.0000,5830.0000
6195.0000,5534.5000,5184.5000,4988.0000,4831.0000,4790.0000,6612.0000,5701.5000,5419.0000,7106.5000,6415.5000,5994.0000,6090.0000,5259.5000,4984.5000,6375.0000,5977.5000,5823.5000
6286.0000,5531.5000,5144.0000,4978.5000,4901.0000,4818.5000,6602.5000,5679.5000,5398.0000,7075.5000,6463.0000,6011.5000,6083.0000,5191.5000,4982.5000,6371.5000,5921.5000,5830.0000
6182.5000,5478.0000,5164.5000,5030.5000,4872.5000,4783.0000,6591.5000,5618.5000,5406.5000,7132.5000,6399.0000,6022.0000,6062.5000,5204.0000,4941.5000,6364.0000,5947.5000,5771.5000
6213.5000,5521.5000,5101.0000,5015.0000,4860.0000,4804.5000,6559.0000,5641.5000,5350.0000,7079.0000,6467.5000,6084.0000,6044.0000,5228.5000,4928.0000,6391.0000,6025.0000,5800.5000
6226.5000,5524.0000,5164.5000,4966.0000,4836.0000,4766.0000,6491.5000,5621.0000,5386.0000,7100.5000,6354.5000,6053.0000,6077.0000,5213.0000,4972.5000,6413.5000,5937.0000,5764.5000
6240.0000,5468.5000,5192.0000,4952.5000,4885.0000,4787.0000,6550.0000,5704.0000,5367.5000,7142.5000,6439.0000,6034.0000,6047.0000,5242.0000,4993.5000,6435.5000,5929.5000,5810.5000
6205.5000,5477.0000,5124.0000,5002.0000,4796.5000,4766.0000,6488.0000,5639.5000,5338.5000,7091.5000,6416.5000,6041.5000,6079.5000,5196.0000,5009.5000,6352.0000,5920.5000,5821.5000
6232.5000,5426.5000,5165.5000,5028.5000,4874.0000,4787.0000,6584.5000,5694.5000,5412.0000,7120.5000,6418.0000,6078.0000,6076.5000,5200.5000,4956.0000,6420.5000,5999.0000,5858.0000
6219.5000,5484.5000,5109.5000,4977.0000,4845.0000,4772.5000,6521.5000,5678.0000,5348.5000,7090.0000,6353.0000,6085.0000,6094.5000,5239.0000,4982.0000,6401.5000,5912.0000,5797.0000
6162.0000,5532.5000,5161.5000,4992.5000,4869.0000,4761.5000,6563.5000,5661.5000,5411.0000,7086.0000,6424.0000,6107.0000,6119.0000,5222.5000,4939.0000,6388.5000,5972.0000,5835.5000
6253.0000,5498.0000,5197.0000,5018.5000,4876.5000,4783.5000,6544.0000,5687.0000,5443.5000,7234.0000,6445.5000,6064.0000,6007.5000,5199.5000,5018.5000,6424.0000,5970.5000,5801.5000
6267.5000,5507.0000,5217.0000,5014.0000,4921.5000,4778.0000,6617.0000,5697.5000,5486.0000,7121.5000,6442.5000,6090.5000,6127.0000,5269.5000,4999.0000,6462.5000,5976.5000,5872.0000
6298.0000,5510.0000,5244.5000,5018.5000,4875.5000,4829.0000,6624.5000,5756.5000,5436.0000,7195.5000,6434.5000,6154.0000,6104.0000,5232.0000,5034.5000,6489.5000,6002.5000,5878.0000
6277.5000,5540.5000,5195.5000,5054.5000,4892.5000,4831.5000,6609.5000,5798.0000,5540.0000,7216.0000,6459.0000,6077.0000,6118.0000,5273.5000,5101.5000,6434.5000,6008.0000,5863.0000
6275.0000,5582.5000,5210.0000,4999.5000,4940.0000,4861.5000,6650.0000,5768.5000,5460.0000,7244.5000,6451.5000,6150.0000,6182.5000,5277.0000,5036.0000,6517.0000,6007.5000,5853.0000
6271.5000,5557.5000,5250.0000,5096.0000,4908.0000,4808.5000,6626.0000,5729.0000,5495.0000,7221.5000,6538.5000,6153.5000,6105.0000,5293.0000,5023.5000,6493.0000,5979.5000,5917.0000
6321.0000,5526.5000,5213.5000,5068.0000,4926.0000,4855.0000,6680.5000,5704.5000,5484.0000,7221.5000,6494.0000,6175.0000,6196.5000,5336.0000,5014.5000,6519.5000,5999.5000,5895.0000
6314.5000,5612.0000,5275.5000,5078.0000,4962.5000,4897.5000,6746.5000,5732.0000,5482.5000,7231.0000,6535.5000,6171.0000,6179.5000,5367.5000,5062.0000,6537.0000,6059.0000,5905.5000
6315.0000,5592.0000,5220.0000,5077.0000,4923.5000,4860.0000,6736.0000,5771.0000,5515.5000,7295.0000,6534.0000,6184.0000,6164.0000,5337.0000,5032.0000,6599.0000,6053.5000,5913.0000
6369.5000,5602.0000,5200.0000,5080.0000,4927.0000,4874.5000,6647.0000,5812.5000,5469.0000,7319.0000,6531.0000,6196.0000,6251.0000,5299.0000,5079.0000,6532.0000,6122.0000,5956.5000
6410.5000,5677.0000,5213.5000,5073.0000,4948.0000,4850.0000,6701.5000,5749.5000,5503.5000,7339.0000,6558.0000,6242.5000,6244.5000,5321.5000,5131.0000,6507.0000,6116.0000,5963.5000
6374.0000,5555.0000,5286.0000,5104.0000,4998.5000,4841.5000,6701.5000,5755.5000,5525.5000,7253.5000,6566.0000,6252.0000,6209.0000,5325.0000,5107.5000,6565.0000,6075.0000,5893.5000
6299.5000,5606.0000,5193.5000,5090.0000,4924.0000,4861.0000,6628.5000,5744.5000,5493.0000,7297.0000,6509.0000,6174.0000,6169.0000,5279.5000,5034.0000,6398.5000,6079.5000,5916.5000
6289.5000,5572.5000,5200.0000,5101.0000,4916.5000,4851.0000,6645.5000,5695.0000,5467.5000,7215.5000,6496.0000,6125.5000,6160.0000,5258.5000,5029.5000,6445.0000,5991.5000,5892.0000
6317.5000,5532.0000,5229.5000,5079.5000,4926.5000,4874.0000,6634.0000,5748.0000,5431.5000,7265.0000,6488.0000,6198.5000,6141.5000,5370.5000,5064.5000,6485.5000,6056.0000,5900.0000
6243.5000,5587.0000,5179.0000,5112.5000,4933.5000,4821.5000,6670.5000,5726.0000,5437.0000,7239.5000,6453.0000,6138.0000,6136.0000,5311.0000,4956.0000,6475.5000,6035.0000,5909.0000
6279.5000,5548.5000,5161.5000,5087.0000,4869.5000,4820.0000,6596.5000,5729.5000,5419.0000,7179.5000,6494.0000,6102.5000,6100.5000,5251.0000,4998.0000,6426.0000,6057.5000,5883.0000
6277.0000,5465.0000,5172.5000,5044.5000,4866.5000,4834.0000,6578.0000,5705.5000,5367.5000,7165.0000,6451.0000,6110.5000,6089.0000,5248.0000,4957.0000,6407.5000,5967.5000,5870.5000
6247.0000,5565.5000,5205.5000,5041.5000,4887.5000,4844.0000,6598.5000,5690.0000,5440.5000,7170.5000,6445.5000,6143.5000,6081.5000,5289.0000,5020.5000,6458.0000,6012.5000,5903.5000
6296.5000,5552.5000,5204.5000,5079.0000,4938.0000,4881.0000,6603.5000,5703.5000,5458.5000,7185.0000,6490.5000,6124.0000,6167.0000,5313.0000,5031.5000,6486.5000,6015.0000,5881.5000
6345.5000,5563.0000,5176.5000,5085.0000,4880.5000,4889.0000,6681.0000,5757.5000,5499.5000,7198.0000,6551.5000,6146.0000,6122.5000,5293.0000,5042.0000,6503.0000,6062.5000,5886.5000
6302.5000,5580.5000,5237.5000,5118.0000,4902.0000,4844.5000,6662.0000,5782.0000,5533.0000,7194.0000,6534.5000,6115.0000,6183.0000,5332.0000,4982.0000,6529.5000,6062.0000,5961.5000
6303.5000,5674.5000,5232.5000,5169.5000,4934.5000,4894.0000,6660.5000,5820.5000,5512.0000,7336.0000,6596.0000,6178.5000,6259.5000,5332.5000,5088.0000,6591.5000,6081.0000,5931.5000
6352.0000,5592.0000,5261.0000,5056.5000,4932.0000,4848.5000,6632.5000,5736.5000,5457.5000,7211.0000,6552.0000,6159.5000,6181.0000,5315.0000,5114.5000,6520.0000,6020.0000,5913.5000
6287.5000,5596.5000,5214.5000,5072.5000,4903.0000,4871.5000,6658.0000,5681.0000,5470.5000,7312.0000,6473.5000,6125.0000,6166.5000,5294.0000,5059.0000,6546.0000,5969.5000,5940.5000
6358.0000,5605.5000,5206.5000,5072.5000,4946.0000,4883.5000,6657.5000,5716.0000,5509.5000,7256.5000,6530.0000,6126.5000,6179.5000,5296.0000,5104.0000,6616.5000,6012.0000,5904.0000
6309.0000,5559.5000,5248.5000,5041.5000,4940.0000,4873.5000,6665.0000,5733.0000,5453.5000,7228.5000,6521.0000,6184.5000,6173.0000,5320.0000,5030.5000,6550.5000,5972.0000,5933.0000
6230.5000,5528.5000,5193.0000,5045.0000,4809.0000,4791.5000,6537.0000,5652.5000,5394.5000,7223.0000,6481.0000,6058.0000,6029.0000,5245.5000,4949.5000,6468.0000,5905.5000,5853.0000
6289.5000,5585.5000,5176.5000,5095.0000,4927.0000,4857.5000,6628.5000,5772.5000,5451.0000,7246.5000,6466.0000,6167.0000,6072.0000,5264.0000,5039.5000,6483.0000,6001.5000,5887.5000
6281.5000,5583.5000,5207.5000,5088.0000,4897.0000,4848.0000,6628.5000,5781.0000,5488.0000,7211.5000,6489.0000,6143.0000,6090.0000,5344.5000,5030.5000,6528.5000,5987.5000,5907.0000
6285.5000,5539.0000,5285.0000,5107.0000,4924.5000,4867.0000,6590.5000,5741.0000,5453.5000,7277.0000,6457.0000,6184.5000,6137.0000,5327.5000,5044.0000,6497.0000,6039.0000,5861.0000
6281.5000,5634.0000,5168.0000,5039.5000,4897.0000,4825.0000,6630.5000,5739.5000,5453.0000,7181.0000,6478.0000,6128.5000,6103.0000,5283.5000,5029.5000,6536.0000,5947.0000,5907.0000
6357.5000,5632.5000,5282.0000,5048.5000,4922.5000,4870.0000,6651.0000,5791.0000,5528.0000,7231.0000,6512.5000,6181.5000,6174.0000,5350.5000,5002.5000,6548.0000,6023.0000,5964.5000
6327.5000,5544.0000,5262.0000,5111.0000,4956.0000,4818.0000,6681.5000,5766.0000,5441.5000,7262.0000,6494.0000,6186.5000,6182.5000,5339.0000,5095.5000,6562.0000,6087.5000,5895.0000
6258.0000,5602.5000,5266.5000,5091.5000,4944.0000,4900.0000,6680.0000,5770.0000,5504.0000,7252.0000,6513.0000,6253.0000,6222.0000,5348.5000,5063.0000,6554.0000,6023.5000,5893.0000
6251.0000,5595.5000,5258.0000,5112.5000,4892.0000,4809.5000,6698.5000,5776.5000,5499.5000,7340.5000,6460.0000,6174.5000,6177.0000,5333.0000,5105.5000,6538.5000,6005.0000,5848.5000
6348.0000,5605.5000,5317.0000,5085.5000,4949.0000,4861.0000,6643.5000,5715.5000,5474.5000,7328.5000,6524.0000,6216.0000,6220.5000,5417.0000,5068.0000,6563.5000,6046.5000,5906.0000
6318.0000,5538.5000,5269.5000,5110.0000,4902.0000,4840.5000,6705.0000,5784.5000,5539.5000,7259.0000,6515.0000,6202.5000,6153.0000,5382.0000,5096.0000,6561.0000,6085.5000,5855.0000
6353.5000,5562.0000,5188.0000,5138.0000,4882.5000,4898.5000,6640.5000,5754.0000,5507.5000,7261.5000,6547.0000,6148.0000,6152.5000,5319.0000,5040.5000,6541.0000,6069.5000,5942.0000
6355.0000,5595.0000,5241.5000,5083.0000,4904.5000,4867.0000,6687.0000,5752.5000,5500.0000,7263.0000,6567.0000,6183.0000,6090.0000,5310.0000,5080.5000,6547.0000,6091.5000,5898.5000
6314.0000,5562.0000,5238.5000,5067.5000,4976.0000,4862.0000,6723.5000,5755.0000,5493.5000,7278.5000,6531.5000,6196.0000,6172.0000,5350.5000,5082.0000,6465.5000,6079.5000,5864.0000
6290.5000,5590.5000,5170.0000,5022.5000,4914.5000,4836.0000,6610.0000,5743.0000,5453.5000,7270.0000,6529.5000,6194.5000,6092.5000,5315.5000,5058.5000,6493.0000,5966.0000,5768.5000
6279.5000,5577.5000,5236.5000,5036.0000,4960.0000,4855.0000,6680.5000,5705.5000,5492.5000,7238.0000,6579.0000,6152.5000,6210.5000,5298.0000,5003.0000,6499.5000,6002.5000,5905.5000
6337.5000,5596.5000,5235.5000,5013.0000,4990.0000,4915.5000,6747.0000,5780.0000,5488.0000,7293.0000,6637.0000,6174.5000,6218.5000,5331.5000,5072.5000,6530.5000,6102.0000,5932.0000
6349.5000,5573.0000,5292.0000,5102.0000,4943.0000,4822.5000,6777.0000,5766.0000,5470.0000,7394.0000,6593.5000,6242.0000,6165.5000,5342.0000,5017.5000,6540.5000,6088.0000,5948.5000
6486.0000,5675.5000,5292.5000,5165.5000,4974.5000,4925.5000,6767.5000,5871.5000,5564.5000,7468.0000,6721.5000,6354.0000,6326.5000,5399.0000,5132.0000,6596.0000,6123.5000,6008.5000
6509.0000,5712.5000,5376.5000,5225.0000,5019.5000,4906.0000,6823.0000,5898.0000,5594.0000,7550.0000,6786.5000,6411.0000,6377.5000,5470.0000,5199.5000,6688.0000,6202.5000,6042.0000
6570.0000,5845.5000,5465.5000,5307.5000,5034.5000,5023.5000,6952.0000,6053.5000,5719.0000,7743.0000,6953.0000,6569.0000,6464.0000,5621.0000,5331.0000,6793.0000,6347.5000,6149.5000
6643.0000,5903.0000,5559.0000,5419.5000,5220.0000,5145.0000,7030.5000,6128.0000,5809.5000,7871.0000,7082.0000,6666.0000,6592.5000,5661.5000,5372.5000,6961.0000,6373.5000,6243.5000
6864.0000,6045.5000,5667.0000,5486.5000,5315.0000,5221.0000,7254.5000,6284.0000,5985.5000,8089.5000,7287.5000,6956.0000,6753.5000,5862.5000,5563.0000,7118.0000,6581.0000,6428.0000
6930.5000,6170.5000,5716.5000,5683.5000,5474.5000,5370.5000,7486.5000,6444.5000,6133.5000,8434.5000,7570.0000,7106.0000,6989.5000,5985.5000,5690.0000,7297.5000,6729.5000,6600.0000
7198.0000,6388.5000,5945.5000,5799.0000,5625.0000,5539.0000,7684.5000,6642.0000,6300.0000,8707.0000,7882.5000,7482.0000,7181.5000,6238.5000,5884.5000,7504.5000,6963.5000,6793.5000
7300.0000,6527.5000,6038.0000,5871.0000,5743.0000,5605.5000,7793.0000,6775.0000,6401.5000,8950.0000,8071.5000,7592.5000,7366.5000,6339.0000,5980.0000,7639.5000,7032.5000,6874.0000
7379.5000,6565.5000,6084.5000,5899.0000,5771.0000,5685.0000,7864.5000,6830.0000,6515.0000,9150.0000,8224.5000,7810.5000,7381.5000,6392.0000,6052.5000,7656.0000,7092.0000,6971.5000
7276.5000,6546.0000,6161.0000,5905.0000,5703.5000,5645.5000,7872.0000,6826.0000,6490.0000,9095.5000,8314.0000,7801.0000,7455.0000,6422.5000,6050.5000,7716.0000,7131.5000,6967.5000
