3333.csv,SP_1.csv,SP_10.csv,SP_11.csv,SP_12.csv,SP_13.csv,SP_14.csv,SP_15.csv,SP_16.csv,SP_17.csv,SP_18.csv,SP_19.csv,SP_20.csv,SP_21.csv,SP_3.csv,SP_4.csv,SP_5.csv,SP_6.csv,SP_7.csv,SP_8.csv,SP_9.csv
5269.5000,14258.5000,8753.5000,8335.0000,8452.5000,9305.0000,8803.0000,8903.0000,10519.0000,9921.5000,9186.0000,9073.0000,8577.0000,8278.0000,13640.5000,11408.5000,10852.5000,10946.0000,10171.0000,9201.5000,9629.0000
5249.5000,14337.0000,8826.5000,8323.5000,8370.0000,9330.0000,8922.0000,8962.5000,10672.5000,9971.5000,9237.5000,9161.0000,8711.5000,8265.0000,13769.5000,11467.5000,10903.0000,10944.5000,10110.5000,9105.0000,9557.0000
5277.0000,14580.5000,8913.5000,8507.0000,8490.0000,9603.0000,9155.5000,9025.5000,10791.0000,10136.5000,9420.0000,9233.0000,8757.5000,8347.5000,13893.5000,11698.0000,11057.5000,11036.5000,10211.5000,9135.5000,9653.0000
5321.0000,14933.5000,9124.0000,8647.0000,8692.0000,9764.5000,9226.0000,9092.0000,10984.5000,10262.5000,9562.0000,9382.5000,8934.0000,8452.5000,14140.0000,11843.0000,11252.5000,11237.0000,10307.5000,9338.5000,9688.0000
5418.0000,15376.5000,9260.0000,8887.5000,8796.5000,9974.0000,9471.5000,9292.5000,11275.0000,10617.0000,9921.5000,9639.5000,9170.0000,8706.5000,14511.0000,12134.5000,11512.5000,11423.5000,10585.5000,9477.0000,9899.0000
5528.5000,15772.0000,9555.5000,9108.5000,9022.5000,10268.0000,9739.5000,9399.0000,11519.5000,10849.0000,10112.0000,9813.5000,9362.0000,8937.5000,14860.5000,12397.0000,11926.0000,11621.5000,10733.0000,9640.0000,10096.0000
5711.5000,16222.0000,9904.0000,9403.5000,9300.5000,10513.0000,10023.0000,9582.5000,11872.0000,11200.5000,10322.5000,10223.5000,9653.0000,9156.0000,15329.0000,12782.5000,12218.5000,11857.5000,10977.0000,9872.0000,10364.0000
5780.5000,16648.0000,10169.5000,9615.0000,9603.0000,10792.5000,10252.5000,9841.0000,12150.5000,11535.0000,10656.0000,10377.5000,9898.0000,9300.5000,15611.5000,13163.5000,12452.5000,12174.5000,11178.5000,10122.0000,10577.5000
5886.0000,17046.0000,10303.5000,9777.5000,9854.0000,11053.5000,10425.0000,10033.0000,12353.5000,11708.5000,10813.5000,10633.0000,10141.0000,9525.0000,15978.5000,13394.0000,12742.0000,12380.5000,11430.5000,10307.5000,10846.5000
5913.5000,17208.0000,10521.5000,9965.0000,9870.0000,11103.5000,10524.5000,10165.0000,12549.5000,11864.5000,10865.5000,10695.0000,10203.0000,9531.0000,16100.5000,13430.5000,12844.0000,12497.0000,11607.0000,10380.0000,11002.5000
5713.5000,17438.5000,10557.5000,10054.0000,10009.0000,11180.0000,10598.0000,10236.5000,12629.0000,11902.0000,11048.0000,10831.0000,10264.0000,9654.5000,16422.0000,13612.0000,12909.5000,12695.0000,11667.5000,10537.5000,11134.5000
5537.0000,17467.5000,10609.0000,10046.5000,10057.5000,11149.5000,10663.0000,10176.5000,12680.0000,11948.0000,11050.5000,10839.5000,10333.5000,9690.0000,16310.0000,13636.0000,12956.5000,12722.0000,11683.0000,10541.0000,11208.5000
5346.0000,17512.5000,10651.0000,10151.0000,10084.5000,11142.5000,10654.5000,10291.0000,12690.5000,11923.5000,11053.0000,10912.5000,10372.0000,9729.5000,16431.5000,13775.0000,13061.5000,12772.0000,11759.5000,10582.0000,11321.0000
5234.0000,17343.0000,10607.5000,10003.5000,9990.5000,11084.0000,10604.0000,10235.0000,12627.0000,11878.5000,10993.5000,10734.0000,10284.5000,9674.0000,16337.5000,13630.0000,12885.5000,12711.5000,11689.0000,10608.0000,11231.0000
5106.5000,17274.5000,10470.0000,9965.5000,9891.0000,10963.5000,10433.0000,10221.5000,12514.5000,11773.0000,10892.5000,10633.0000,10171.5000,9666.5000,16227.0000,13530.5000,12911.0000,12629.0000,11587.0000,10437.5000,11164.5000
5050.0000,17084.5000,10345.5000,9756.0000,9727.0000,10841.5000,10208.5000,10003.5000,12310.0000,11671.5000,10722.0000,10465.5000,10004.0000,9428.5000,16027.0000,13324.0000,12705.5000,12437.5000,11479.5000,10349.0000,10991.5000
4949.0000,16799.5000,10202.5000,9709.5000,9609.5000,10708.0000,10122.0000,9949.0000,12148.5000,11521.0000,10597.0000,10373.0000,9830.5000,9376.5000,15902.0000,13246.5000,12544.0000,12342.5000,11370.5000,10249.5000,10861.0000
4866.5000,16581.5000,9980.0000,9430.5000,9377.0000,10491.0000,10004.0000,9772.0000,11997.0000,11274.0000,10397.0000,10196.0000,9621.5000,9103.5000,15593.5000,13005.5000,12334.0000,12160.0000,11255.0000,10044.0000,10585.0000
4802.5000,16430.5000,9901.0000,9290.0000,9156.5000,10462.5000,9843.5000,9772.0000,11906.0000,11094.0000,10299.5000,10041.5000,9545.0000,9132.0000,15506.0000,12876.0000,12185.5000,12131.5000,11141.5000,10015.0000,10453.5000
4777.5000,16204.0000,9684.5000,9134.5000,9116.0000,10250.0000,9743.5000,9579.5000,11731.0000,11120.0000,10232.0000,9928.5000,9416.5000,8966.0000,15264.5000,12668.0000,12132.5000,11937.5000,10973.5000,9923.5000,10286.0000
4761.0000,15953.5000,9618.5000,9047.0000,8942.0000,10158.0000,9723.5000,9482.5000,11589.5000,10930.0000,10026.5000,9873.0000,9346.5000,8883.5000,15082.0000,12594.5000,11947.5000,11775.0000,10890.0000,9721.0000,10151.5000
4665.5000,15855.5000,9415.0000,8879.0000,8727.5000,10080.0000,9468.5000,9376.0000,11492.5000,10742.0000,9999.0000,9732.5000,9136.5000,8780.0000,14978.0000,12410.5000,11837.5000,11735.5000,10787.5000,9638.5000,10113.0000
4593.5000,15731.0000,9451.0000,8904.0000,8720.5000,10042.5000,9453.0000,9353.5000,11435.5000,10736.5000,9836.5000,9634.5000,9127.5000,8754.5000,14861.5000,12435.5000,11821.5000,11734.0000,10758.0000,9623.0000,10014.5000
4634.5000,15639.5000,9386.0000,8853.5000,8757.0000,9986.0000,9513.0000,9402.0000,11414.5000,10635.0000,9930.5000,9711.5000,9116.0000,8749.0000,14873.0000,12391.0000,11792.0000,11651.0000,10758.5000,9680.0000,9991.5000
4573.5000,15728.0000,9319.5000,8867.0000,8541.0000,10023.5000,9472.5000,9360.5000,11378.0000,10579.5000,9828.0000,9686.0000,9113.5000,8714.5000,14869.0000,12344.5000,11794.0000,11570.0000,10630.0000,9606.5000,10022.0000
4612.0000,15715.0000,9299.5000,8862.5000,8584.0000,9914.5000,9428.5000,9405.5000,11405.0000,10714.0000,9885.0000,9659.0000,9114.0000,8787.0000,14879.0000,12507.0000,11800.0000,11724.0000,10780.5000,9737.0000,10059.0000
4589.0000,15854.5000,9399.5000,8821.5000,8749.0000,10141.0000,9509.5000,9495.5000,11520.5000,10804.5000,10039.5000,9815.0000,9316.5000,8816.5000,15038.5000,12531.0000,11928.0000,11816.0000,10858.5000,9765.0000,10153.0000
4651.5000,16000.5000,9416.0000,8894.5000,8665.5000,10123.0000,9614.5000,9428.5000,11583.5000,10792.0000,10009.0000,9840.0000,9297.5000,8919.5000,15119.0000,12596.0000,12036.0000,11857.0000,10923.5000,9823.0000,10193.0000
4615.5000,16202.0000,9607.5000,9072.5000,8771.5000,10297.5000,9734.5000,9551.5000,11765.5000,10958.5000,10115.5000,9876.0000,9327.5000,9017.5000,15338.0000,12709.5000,12186.5000,12028.5000,11011.0000,9971.0000,10304.5000
4545.5000,16426.0000,9688.0000,9244.5000,8846.5000,10471.5000,9964.5000,9797.5000,12013.5000,11334.0000,10285.0000,10054.0000,9586.5000,9126.5000,15612.5000,12964.0000,12350.0000,12253.0000,11199.5000,10148.5000,10391.0000
4575.5000,16876.5000,9893.5000,9309.5000,8955.5000,10674.0000,10149.5000,9868.0000,12132.0000,11394.0000,10518.0000,10239.0000,9722.0000,9210.0000,15828.5000,13218.0000,12604.0000,12392.0000,11306.5000,10089.5000,10518.5000
4620.5000,17196.5000,10026.0000,9486.0000,9070.5000,10844.0000,10316.0000,9980.0000,12474.5000,11682.0000,10805.0000,10515.5000,9913.0000,9417.5000,16303.0000,13653.0000,12840.5000,12528.0000,11475.5000,10272.5000,10640.5000
4532.5000,17908.5000,10344.5000,9769.5000,9256.0000,11248.0000,10690.0000,10251.0000,12896.0000,12098.0000,11063.0000,10732.5000,10176.5000,9665.5000,16744.0000,14048.0000,13255.0000,12920.5000,11767.5000,10482.5000,10783.5000
4518.5000,18553.5000,10560.0000,10032.5000,9532.5000,11674.0000,11077.5000,10471.5000,13404.5000,12510.5000,11362.5000,11075.0000,10426.5000,9883.5000,17340.5000,14454.0000,13729.5000,13237.0000,12058.5000,10785.5000,10986.0000
4547.5000,19282.5000,10958.5000,10536.5000,9747.0000,12167.0000,11490.0000,10806.5000,13884.0000,12941.5000,11758.0000,11410.5000,10817.5000,10117.0000,18064.0000,14995.5000,14330.5000,13685.5000,12476.0000,10973.5000,11129.5000
4519.5000,20269.5000,11416.0000,10921.5000,10085.5000,12710.5000,11984.5000,11273.5000,14563.0000,13613.5000,12361.5000,11906.5000,11273.5000,10604.0000,18842.5000,15796.0000,14962.5000,14298.5000,12971.0000,11437.0000,11505.5000
4463.0000,21172.5000,12021.0000,11364.0000,10441.0000,13338.0000,12652.5000,11727.0000,15293.0000,14213.0000,12967.5000,12380.0000,11811.5000,11057.5000,19843.5000,16540.0000,15597.0000,14824.0000,13506.0000,11791.5000,11838.5000
4498.5000,22374.5000,12571.0000,12021.5000,10911.0000,14068.5000,13276.5000,12138.5000,16076.5000,15022.5000,13621.0000,13035.0000,12394.5000,11561.5000,20795.0000,17359.5000,16405.5000,15484.5000,14094.5000,12304.5000,12275.0000
4471.5000,23505.0000,13262.5000,12555.0000,11312.0000,14620.0000,13951.0000,12627.5000,16998.5000,15928.5000,14340.5000,13661.5000,12987.5000,11973.5000,21950.5000,18440.0000,17291.0000,16158.0000,14649.5000,12779.0000,12537.0000
4491.0000,24894.5000,13799.5000,13209.5000,11703.5000,15602.5000,14771.0000,13202.0000,17921.5000,16730.5000,15021.5000,14231.5000,13599.5000,12610.5000,22876.5000,19251.0000,18360.0000,16820.0000,15307.5000,13183.0000,12850.0000
4418.0000,26382.5000,14642.0000,13933.0000,12178.5000,16463.0000,15694.0000,13679.0000,18889.0000,17683.5000,15882.0000,15018.0000,14288.5000,13102.5000,24260.5000,20378.5000,19336.0000,17636.5000,15911.5000,13615.5000,13229.5000
4451.5000,27840.5000,15310.0000,14678.0000,12549.0000,17332.0000,16646.5000,14233.0000,19941.5000,18606.0000,16745.0000,15810.0000,15130.5000,13746.5000,25661.0000,21377.5000,20226.5000,18376.0000,16640.0000,14107.5000,13567.0000
4428.0000,29361.0000,16073.0000,15543.0000,13159.0000,18535.5000,17572.5000,14771.0000,20974.5000,19728.0000,17722.0000,16572.0000,15907.5000,14392.0000,26736.0000,22610.5000,21442.5000,19255.5000,17332.5000,14639.0000,13979.0000
4424.0000,30790.5000,16946.5000,16239.5000,13901.5000,19449.5000,18651.0000,15521.5000,22142.0000,20870.0000,18535.0000,17415.5000,16767.5000,15064.0000,28392.5000,23768.0000,22563.0000,20055.5000,18165.5000,15262.5000,14624.5000
4408.5000,31857.5000,17676.5000,17068.0000,14488.5000,20285.5000,19421.0000,16065.5000,22875.0000,21648.5000,19411.0000,18220.5000,17424.5000,15658.0000,29192.0000,24601.5000,23390.0000,20821.5000,18754.5000,15628.0000,14896.0000
4397.5000,32733.0000,18312.0000,17729.5000,14965.5000,20942.5000,20256.0000,16435.5000,23556.0000,22355.5000,19951.0000,18807.0000,17986.0000,16054.5000,30075.5000,25262.5000,24102.5000,21449.5000,19287.5000,16230.0000,15335.0000
4392.5000,33071.5000,18805.5000,18078.5000,15444.5000,21550.5000,20589.0000,16637.5000,24011.5000,22632.0000,20457.0000,19232.0000,18577.5000,16464.5000,30473.5000,25546.0000,24440.0000,21752.5000,19721.0000,16415.5000,15551.5000
4452.0000,33174.5000,19046.0000,18265.5000,15931.0000,21615.0000,20711.5000,16897.5000,24093.5000,22744.0000,20616.0000,19385.5000,18684.0000,16750.5000,30469.0000,25678.0000,24520.0000,21879.5000,19773.5000,16612.5000,15757.5000
4419.0000,32647.0000,18874.5000,18222.5000,16299.5000,21468.5000,20724.0000,16929.0000,23849.5000,22647.0000,20602.5000,19464.5000,18684.0000,16562.0000,30199.0000,25448.5000,24167.5000,21795.0000,19667.0000,16480.0000,15754.0000
4428.0000,31569.0000,18632.5000,17793.5000,16171.5000,20994.5000,19995.0000,16463.5000,23001.5000,21930.5000,19903.5000,19150.0000,18261.0000,16307.5000,29257.0000,24736.0000,23531.0000,21192.0000,19178.0000,16316.5000,15412.5000
4468.5000,30125.5000,17907.0000,17192.5000,16004.0000,20096.0000,19249.0000,15910.0000,21962.5000,21028.0000,19175.0000,18336.5000,17640.0000,15886.5000,28249.0000,23679.0000,22456.5000,20492.5000,18507.5000,15741.5000,15012.5000
4438.0000,28361.0000,17324.5000,16398.5000,15419.0000,18917.0000,18314.5000,15319.5000,20837.0000,19799.0000,18207.0000,17608.5000,16828.5000,15184.0000,26704.5000,22355.5000,21321.5000,19471.5000,17887.0000,15158.0000,14597.0000
4354.0000,26531.5000,16279.0000,15499.5000,15010.5000,17746.0000,17187.5000,14486.5000,19347.5000,18548.5000,17092.5000,16673.5000,15952.0000,14323.5000,25251.5000,20992.5000,20027.0000,18490.5000,16751.0000,14425.5000,13971.0000
4387.5000,24597.5000,15389.5000,14514.0000,14423.5000,16628.0000,15905.0000,13693.5000,17996.5000,17180.0000,15831.5000,15608.5000,14916.0000,13422.5000,23462.0000,19585.0000,18589.0000,17291.0000,15878.0000,13613.0000,13332.0000
4408.5000,22759.5000,14192.5000,13430.0000,13598.0000,15366.5000,14670.0000,12821.0000,16608.0000,15799.0000,14697.5000,14558.5000,13787.0000,12565.5000,21709.5000,17968.0000,17214.5000,16245.5000,14850.5000,12791.0000,12641.5000
4402.5000,20900.5000,13191.5000,12401.0000,12873.5000,14041.5000,13445.5000,12032.5000,15243.5000,14555.0000,13586.0000,13475.0000,12740.0000,11671.0000,19942.0000,16498.5000,15760.5000,15135.5000,13849.0000,11999.0000,11998.0000
4423.0000,19120.5000,12196.5000,11489.0000,12045.0000,12913.5000,12371.5000,11279.5000,14158.5000,13337.5000,12499.5000,12412.0000,11857.5000,10925.0000,18429.0000,15263.0000,14567.0000,14183.5000,12873.0000,11329.0000,11389.5000
4341.5000,17692.5000,11312.0000,10616.0000,11293.5000,11902.5000,11345.0000,10530.0000,12951.5000,12318.5000,11510.0000,11437.5000,10912.0000,10038.0000,16990.0000,14146.0000,13447.0000,13160.5000,12106.5000,10625.0000,10855.5000
4387.0000,16139.0000,10470.0000,9864.5000,10550.5000,10964.0000,10491.0000,9908.0000,11936.0000,11318.0000,10685.5000,10630.0000,10108.0000,9437.5000,15738.0000,13012.0000,12427.5000,12226.0000,11233.0000,10030.0000,10281.0000
4389.0000,15046.5000,9773.0000,9128.5000,9888.5000,10189.0000,9661.5000,9292.0000,11100.0000,10493.5000,9863.5000,9932.0000,9352.0000,8877.0000,14601.5000,12138.5000,11514.0000,11612.5000,10576.0000,9428.0000,9911.0000
4350.0000,13913.5000,9064.0000,8454.0000,9266.5000,9387.5000,8944.5000,8783.5000,10293.5000,9731.5000,9176.0000,9295.5000,8741.5000,8260.0000,13578.5000,11294.0000,10760.5000,10839.5000,9962.5000,9011.0000,9454.0000
4432.0000,12874.5000,8485.0000,7914.5000,8777.0000,8736.0000,8314.0000,8440.5000,9566.0000,9049.0000,8621.0000,8768.5000,8185.5000,7852.5000,12735.5000,10476.0000,10060.0000,10279.5000,9530.5000,8615.0000,9123.5000
4411.0000,12161.0000,7992.5000,7475.0000,8310.0000,8251.0000,7737.5000,8028.0000,8993.0000,8590.0000,8186.5000,8302.0000,7757.0000,7481.5000,11969.0000,9972.0000,9526.0000,9836.5000,9050.5000,8287.0000,8818.0000
4402.0000,11433.0000,7671.0000,7095.5000,7943.0000,7813.5000,7431.0000,7749.5000,8655.0000,8103.5000,7724.0000,7866.0000,7428.5000,7125.5000,11374.5000,9444.0000,9038.5000,9435.0000,8676.0000,7991.5000,8633.5000
4371.5000,10845.0000,7255.5000,6788.0000,7548.5000,7379.0000,7059.0000,7457.5000,8127.5000,7783.5000,7340.0000,7534.0000,7076.0000,6867.5000,10794.5000,8979.5000,8618.0000,8978.0000,8358.5000,7807.0000,8312.0000
4370.5000,10401.5000,6956.0000,6496.5000,7319.5000,7130.0000,6719.5000,7251.5000,7867.5000,7425.0000,7066.0000,7266.0000,6811.0000,6693.0000,10420.0000,8650.5000,8243.5000,8775.0000,8095.5000,7580.5000,8179.0000
4456.5000,9949.0000,6712.5000,6301.0000,7107.0000,6794.5000,6403.5000,7035.5000,7486.5000,7125.5000,6805.0000,6932.5000,6565.5000,6447.0000,10060.5000,8314.5000,7941.0000,8450.0000,7884.0000,7355.0000,8104.0000
4424.5000,9596.5000,6486.0000,6021.5000,6774.5000,6545.5000,6179.5000,6837.5000,7323.5000,6860.0000,6524.5000,6748.5000,6355.0000,6219.5000,9729.0000,8095.0000,7633.0000,8207.5000,7623.5000,7207.0000,7901.5000
4391.5000,9254.5000,6288.5000,5881.5000,6608.0000,6334.0000,6010.0000,6646.5000,7014.5000,6648.0000,6410.5000,6531.0000,6112.5000,6057.5000,9363.0000,7732.5000,7426.0000,7936.0000,7473.5000,6990.5000,7764.0000
4460.0000,8962.0000,6119.0000,5699.5000,6449.5000,6142.5000,5793.5000,6476.0000,6890.5000,6458.0000,6254.0000,6337.0000,5932.5000,5887.5000,9128.0000,7545.0000,7146.5000,7806.0000,7282.5000,6767.5000,7517.5000
4395.0000,8764.5000,5925.0000,5584.5000,6292.5000,6020.5000,5636.5000,6390.5000,6717.0000,6226.0000,6043.0000,6211.0000,5821.5000,5804.5000,8831.0000,7368.0000,7015.5000,7609.5000,7143.0000,6694.0000,7389.5000
4380.0000,8607.0000,5867.0000,5416.0000,6118.5000,5849.0000,5545.5000,6314.5000,6544.0000,6182.0000,5899.5000,6060.5000,5684.0000,5641.0000,8605.0000,7179.5000,6873.5000,7455.0000,6955.0000,6584.0000,7347.5000
4363.0000,8375.5000,5649.0000,5305.0000,5896.5000,5722.5000,5377.5000,6159.0000,6459.0000,6019.5000,5777.5000,5949.5000,5602.0000,5539.5000,8462.5000,7051.0000,6770.0000,7241.5000,6852.0000,6417.5000,7154.5000
4393.5000,8302.5000,5565.5000,5209.0000,5836.5000,5651.0000,5349.0000,6016.0000,6265.5000,5918.5000,5739.0000,5846.0000,5459.0000,5455.5000,8329.5000,6930.5000,6725.5000,7195.0000,6696.0000,6383.0000,7027.5000
4381.0000,8085.0000,5460.0000,5174.5000,5706.5000,5591.5000,5205.5000,5899.0000,6233.5000,5854.5000,5585.0000,5744.0000,5369.5000,5345.5000,8191.5000,6843.5000,6532.5000,7078.0000,6677.5000,6251.0000,6947.5000
4262.5000,8010.0000,5386.5000,5026.5000,5623.0000,5449.0000,5123.0000,5851.5000,6169.5000,5735.0000,5496.5000,5607.0000,5313.5000,5296.5000,8104.5000,6747.5000,6457.0000,7021.0000,6596.0000,6230.0000,6858.0000
4278.0000,7916.5000,5310.5000,4981.0000,5556.0000,5395.0000,5046.5000,5822.5000,6018.5000,5697.5000,5460.0000,5559.5000,5208.5000,5258.0000,7980.0000,6645.0000,6439.0000,6922.0000,6463.5000,6091.5000,6799.0000
4329.5000,7816.5000,5216.0000,4897.0000,5471.0000,5344.5000,5019.0000,5762.5000,5957.0000,5610.0000,5443.5000,5527.5000,5161.0000,5227.0000,7869.0000,6637.5000,6321.5000,6811.5000,6397.5000,6021.0000,6781.0000
4239.0000,7809.0000,5231.5000,4867.0000,5380.0000,5272.5000,5008.5000,5813.0000,5961.0000,5600.0000,5408.5000,5441.5000,5100.0000,5147.5000,7808.0000,6576.5000,6264.5000,6774.5000,6334.0000,6082.0000,6753.0000
4213.5000,7676.0000,5120.0000,4795.0000,5301.0000,5282.0000,4922.5000,5673.0000,5905.0000,5516.0000,5280.0000,5412.5000,5067.5000,5082.0000,7728.5000,6602.5000,6229.5000,6740.0000,6315.5000,5971.5000,6766.5000
4186.5000,7705.5000,5215.5000,4875.5000,5369.5000,5212.0000,4949.5000,5745.5000,5856.0000,5492.0000,5364.0000,5464.5000,5052.0000,5104.0000,7809.0000,6508.0000,6251.5000,6809.5000,6375.5000,6039.0000,6919.5000
4173.0000,7555.5000,5156.0000,4851.0000,5372.0000,5230.5000,4890.5000,5730.0000,5856.5000,5503.5000,5318.5000,5423.5000,5057.0000,5071.0000,7773.5000,6457.0000,6182.5000,6816.5000,6323.0000,6076.5000,6814.0000
4119.0000,7582.0000,5180.0000,4878.5000,5402.0000,5201.5000,4976.5000,5769.5000,5861.0000,5473.0000,5304.5000,5436.0000,5147.0000,5130.5000,7746.5000,6495.0000,6267.5000,6797.5000,6442.5000,6096.5000,6891.0000
4133.0000,7592.5000,5148.5000,4812.5000,5433.5000,5198.0000,4897.0000,5810.5000,5760.0000,5480.5000,5315.0000,5426.5000,5057.5000,5143.5000,7718.5000,6455.0000,6205.0000,6802.5000,6346.5000,6123.0000,6922.5000
4130.0000,7526.5000,5186.5000,4906.0000,5426.0000,5174.5000,4862.0000,5739.0000,5753.5000,5407.5000,5318.0000,5470.5000,5109.0000,5141.0000,7737.0000,6452.5000,6244.5000,6860.0000,6388.0000,6170.0000,6946.0000
4062.0000,7547.0000,5183.0000,4834.0000,5420.5000,5162.0000,4878.5000,5839.0000,5800.0000,5492.0000,5297.0000,5453.5000,5131.0000,5145.0000,7715.0000,6452.5000,6220.5000,6895.5000,6488.0000,6216.5000,7074.0000
4057.0000,7540.5000,5341.0000,4937.5000,5593.5000,5201.0000,4908.5000,5909.5000,5828.5000,5432.5000,5298.0000,5559.5000,5253.0000,5250.5000,7800.0000,6521.5000,6204.5000,7048.0000,6561.5000,6383.5000,7187.5000
4053.5000,7559.5000,5421.0000,4993.5000,5718.0000,5176.0000,4849.5000,5896.0000,5793.5000,5457.0000,5360.5000,5650.5000,5263.5000,5354.5000,7813.5000,6473.5000,6253.5000,7134.0000,6701.5000,6499.0000,7323.5000
4081.5000,7478.5000,5530.0000,5095.0000,5901.0000,5240.5000,4853.5000,6082.5000,5745.5000,5422.0000,5473.5000,5743.5000,5442.5000,5445.0000,7936.0000,6532.0000,6275.5000,7316.0000,6849.5000,6719.0000,7478.5000
4013.5000,7580.0000,5567.5000,5134.5000,6043.0000,5162.0000,4898.5000,6108.5000,5846.0000,5493.0000,5468.0000,5828.0000,5456.0000,5540.5000,7973.5000,6540.5000,6359.0000,7388.5000,6978.5000,6900.0000,7690.5000
4043.5000,7538.5000,5655.0000,5174.5000,6207.0000,5216.5000,4905.5000,6199.5000,5830.5000,5563.0000,5556.5000,5963.0000,5499.5000,5664.5000,8020.5000,6539.0000,6290.5000,7519.5000,7095.0000,7027.0000,7721.5000
3996.0000,7509.5000,5712.0000,5266.5000,6244.0000,5183.5000,4865.0000,6206.5000,5807.0000,5463.5000,5499.0000,5972.0000,5522.0000,5682.5000,8071.5000,6557.0000,6329.5000,7536.5000,7166.5000,7067.5000,7883.5000
4041.5000,7403.0000,5732.0000,5236.5000,6307.5000,5201.0000,4800.5000,6244.5000,5799.5000,5413.0000,5456.5000,5965.5000,5580.0000,5672.5000,7924.0000,6566.0000,6241.5000,7582.5000,7141.0000,7042.5000,7827.0000
3967.5000,7398.5000,5705.0000,5191.0000,6407.5000,5120.5000,4769.0000,6241.5000,5778.0000,5410.5000,5463.0000,5974.0000,5513.0000,5701.5000,7934.0000,6460.0000,6165.0000,7554.0000,7122.5000,7039.5000,7906.5000
3938.5000,7295.0000,5640.0000,5139.5000,6374.0000,5038.0000,4786.5000,6177.5000,5659.5000,5374.0000,5407.5000,5945.0000,5402.0000,5614.0000,7865.5000,6387.5000,6156.5000,7387.5000,7066.0000,6925.5000,7743.5000
3963.5000,7229.5000,5537.5000,5049.5000,6149.5000,5054.0000,4701.5000,5982.0000,5601.0000,5280.5000,5301.5000,5753.5000,5356.0000,5494.0000,7702.0000,6314.5000,6086.0000,7248.5000,6831.0000,6748.0000,7549.0000
3993.0000,7057.0000,5258.5000,4868.0000,5799.0000,4903.5000,4641.0000,5843.0000,5480.0000,5158.0000,5202.0000,5585.0000,5125.0000,5221.5000,7508.0000,6187.5000,5896.0000,6960.0000,6643.5000,6467.5000,7228.0000
3895.5000,7086.0000,5092.5000,4802.0000,5641.0000,4885.0000,4540.5000,5712.5000,5435.0000,5147.5000,5069.0000,5344.5000,4952.0000,5168.0000,7404.5000,6162.5000,5864.0000,6738.0000,6479.0000,6260.0000,6994.0000
3946.5000,6891.0000,4995.0000,4592.5000,5366.5000,4771.0000,4482.5000,5567.5000,5311.5000,5031.0000,4994.0000,5210.5000,4853.0000,4978.5000,7224.0000,5951.0000,5766.0000,6562.0000,6232.0000,6074.5000,6780.0000
3912.5000,6860.0000,4884.0000,4556.0000,5274.5000,4741.5000,4478.5000,5445.0000,5269.5000,4970.5000,4962.0000,5136.5000,4751.0000,4960.0000,7165.0000,5918.0000,5667.0000,6521.5000,6167.0000,6045.5000,6669.0000
3943.5000,6797.0000,4921.5000,4500.5000,5266.0000,4684.0000,4373.0000,5566.0000,5249.5000,4992.0000,4874.0000,5168.5000,4791.5000,4911.0000,7185.5000,5939.0000,5656.5000,6488.0000,6207.0000,5988.5000,6767.5000
3915.5000,6755.0000,4911.5000,4587.0000,5427.0000,4732.0000,4453.0000,5594.5000,5277.0000,4947.5000,5012.0000,5218.0000,4870.0000,5050.5000,7206.5000,5927.0000,5679.5000,6740.5000,6396.0000,6228.5000,6935.0000
3899.5000,6748.5000,5017.5000,4669.5000,5626.5000,4695.5000,4377.0000,5803.0000,5321.0000,4964.0000,5011.5000,5413.0000,4997.5000,5197.5000,7256.5000,6004.5000,5790.5000,6987.0000,6589.0000,6530.5000,7213.5000
3887.5000,6801.0000,5386.5000,4954.5000,6052.5000,4824.5000,4496.0000,6099.0000,5418.0000,5048.5000,5196.5000,5690.0000,5249.5000,5472.0000,7515.0000,6174.0000,5888.5000,7442.5000,7065.5000,7034.0000,7906.0000
3878.0000,6995.0000,5724.0000,5227.0000,6748.0000,4851.5000,4514.0000,6495.0000,5528.5000,5195.5000,5430.5000,6189.5000,5631.5000,5949.5000,7797.0000,6328.0000,6078.0000,7980.5000,7619.5000,7658.0000,8561.5000
3882.5000,7024.5000,6208.5000,5578.0000,7501.0000,4931.0000,4608.0000,7025.5000,5711.5000,5309.0000,5687.0000,6565.5000,5970.5000,6446.0000,8119.0000,6527.5000,6285.0000,8582.5000,8272.0000,8490.0000,9362.5000
3889.5000,7089.5000,6559.5000,5901.5000,8246.5000,5023.0000,4638.0000,7322.0000,5780.5000,5385.5000,5844.5000,6958.5000,6311.5000,6897.5000,8317.5000,6565.5000,6413.5000,9066.5000,8729.0000,9009.0000,10071.5000
3901.5000,7167.0000,6911.5000,6050.5000,8692.5000,5066.5000,4705.0000,7441.0000,5886.0000,5437.0000,5916.0000,7208.0000,6494.0000,7121.5000,8496.5000,6715.0000,6425.5000,9307.0000,9060.0000,9453.5000,10335.0000
3900.0000,7105.0000,6856.0000,6131.0000,8857.5000,5060.0000,4718.0000,7461.5000,5913.5000,5437.5000,5877.0000,7237.5000,6544.0000,7168.0000,8566.0000,6653.5000,6455.5000,9262.5000,8862.0000,9400.0000,10372.0000
