SP_1.csv,SP_10.csv,SP_11.csv,SP_12.csv,SP_13.csv,SP_14.csv,SP_15.csv,SP_16.csv,SP_17.csv,SP_18.csv,SP_19.csv,SP_2.csv,SP_20.csv,SP_3.csv,SP_4.csv,SP_5.csv,SP_6.csv,SP_7.csv,SP_8.csv,SP_9.csv
10177.0000,9462.0000,9115.5000,7978.5000,7814.0000,9706.0000,10366.0000,10511.0000,9736.5000,9942.5000,9207.5000,8890.0000,8871.5000,8880.0000,8202.5000,7938.0000,7660.5000,7882.5000,7621.0000,10426.5000
10843.0000,10104.0000,9685.5000,8496.5000,8392.5000,10375.0000,11172.0000,11191.5000,10384.0000,10636.0000,9834.5000,9389.0000,9399.0000,9397.5000,8645.5000,8401.0000,8144.5000,8481.0000,8090.0000,11021.0000
11580.0000,10803.5000,10279.5000,9231.5000,9195.0000,11316.5000,12076.0000,12062.0000,11217.5000,11386.0000,10573.0000,10185.5000,10206.0000,10155.5000,9363.5000,9017.5000,8802.0000,9047.5000,8666.0000,11869.5000
12329.5000,11574.0000,11016.5000,10005.0000,9864.0000,12202.5000,13032.0000,12776.5000,11867.5000,12043.5000,11389.0000,10874.5000,10872.5000,10774.0000,10008.0000,9715.0000,9433.0000,9724.0000,9379.0000,12615.0000
13068.5000,12298.5000,11707.5000,10812.0000,10711.5000,13257.5000,14067.5000,13614.5000,12719.5000,12945.5000,12021.5000,11624.5000,11648.5000,11469.5000,10622.5000,10371.5000,10030.0000,10283.5000,10007.0000,13354.5000
13656.0000,12838.0000,12312.5000,11630.5000,11533.0000,13981.0000,14854.5000,14268.0000,13346.0000,13570.0000,12781.0000,12229.0000,12145.0000,11984.5000,11172.0000,10778.0000,10632.5000,10836.5000,10446.5000,13968.5000
14183.5000,13143.5000,12619.0000,12298.0000,12219.0000,14718.5000,15496.0000,14665.0000,13721.0000,13981.0000,13071.5000,12568.0000,12582.0000,12345.0000,11486.5000,11162.5000,10842.5000,11197.0000,10787.0000,14320.0000
14661.0000,13468.5000,13008.5000,12904.5000,12761.5000,15200.5000,15981.0000,14925.0000,13989.0000,14309.5000,13335.5000,12933.0000,12831.5000,12686.0000,11853.0000,11415.5000,11171.5000,11486.0000,11058.5000,14613.5000
14646.5000,13471.5000,12909.0000,13285.0000,13015.0000,15480.5000,16116.5000,14941.0000,13932.0000,14237.0000,13277.5000,12906.0000,12796.0000,12731.0000,11836.5000,11527.0000,11182.5000,11520.5000,11087.0000,14646.0000
14623.5000,13257.5000,12705.0000,13419.0000,13167.5000,15548.0000,16082.5000,14789.0000,13824.5000,14077.5000,13206.5000,12871.0000,12591.0000,12620.5000,11775.0000,11357.0000,11078.5000,11423.0000,11094.5000,14381.0000
14349.5000,12973.5000,12483.5000,13297.5000,13106.5000,15279.0000,15840.5000,14451.5000,13501.5000,13592.5000,12828.5000,12599.0000,12319.5000,12310.5000,11469.0000,11157.5000,10875.5000,11157.0000,10808.5000,14094.0000
13850.5000,12572.0000,12033.0000,12993.0000,12802.0000,14806.0000,15346.5000,13998.5000,13065.0000,13183.5000,12311.0000,12176.0000,11860.5000,11950.5000,11038.0000,10678.5000,10503.5000,10854.5000,10385.5000,13594.5000
13334.0000,11881.5000,11422.5000,12542.0000,12327.5000,14137.0000,14640.0000,13323.5000,12477.0000,12518.0000,11859.5000,11637.5000,11377.0000,11451.5000,10544.0000,10222.5000,9945.0000,10332.5000,9840.5000,12950.0000
12647.0000,11283.5000,10830.0000,11972.0000,11733.0000,13467.0000,13845.5000,12508.0000,11727.0000,11814.5000,11045.0000,10919.5000,10737.0000,10876.0000,9970.5000,9685.5000,9409.5000,9721.0000,9418.0000,12215.5000
11874.0000,10555.5000,10226.5000,11317.0000,10976.0000,12638.5000,12910.0000,11820.5000,11046.0000,11152.0000,10428.5000,10298.0000,9942.0000,10130.5000,9423.0000,9083.0000,8835.5000,9241.0000,8819.5000,11547.0000
11160.0000,9900.5000,9551.5000,10513.5000,10207.0000,11650.5000,11943.5000,11047.5000,10346.0000,10380.0000,9675.5000,9633.0000,9419.0000,9432.5000,8780.0000,8449.0000,8321.5000,8556.0000,8263.0000,10712.0000
10397.5000,9326.0000,8894.5000,9709.0000,9316.5000,10798.0000,11088.5000,10318.5000,9628.0000,9709.0000,8979.5000,8977.0000,8747.5000,8875.0000,8214.0000,7903.5000,7668.0000,7951.0000,7643.5000,10090.5000
9817.0000,8790.0000,8397.5000,8905.0000,8699.0000,10015.5000,10281.0000,9726.5000,9074.0000,9266.0000,8585.5000,8508.5000,8228.5000,8461.5000,7683.0000,7421.5000,7285.0000,7527.5000,7230.0000,9554.0000
9331.0000,8387.0000,8001.5000,8219.5000,7957.5000,9299.0000,9653.0000,9221.5000,8547.5000,8628.5000,8042.5000,7997.0000,7779.0000,8002.0000,7245.0000,6997.5000,6888.0000,7162.5000,6795.0000,9091.0000
8980.0000,8184.5000,7726.5000,7749.0000,7482.0000,8726.5000,9135.5000,8985.0000,8313.5000,8392.0000,7886.0000,7795.5000,7502.5000,7624.0000,7039.0000,6817.0000,6606.0000,6940.0000,6666.0000,8817.0000
8718.5000,7874.0000,7554.0000,7263.0000,7064.0000,8366.0000,8772.0000,8773.5000,8037.0000,8179.5000,7594.0000,7578.5000,7289.0000,7416.0000,6921.0000,6610.0000,6452.5000,6610.5000,6483.0000,8609.5000
8541.5000,7779.5000,7493.5000,7036.5000,6798.5000,8058.5000,8444.5000,8555.0000,7940.5000,7971.0000,7446.5000,7420.0000,7146.5000,7359.5000,6788.0000,6513.5000,6382.0000,6614.5000,6367.0000,8451.0000
8332.0000,7624.0000,7280.5000,6708.0000,6551.5000,7880.0000,8358.0000,8415.0000,7778.0000,7906.5000,7403.0000,7282.5000,7077.0000,7206.5000,6649.5000,6436.0000,6231.5000,6471.5000,6185.5000,8300.0000
8206.5000,7537.0000,7234.5000,6487.5000,6326.5000,7664.5000,8106.0000,8313.0000,7727.5000,7830.0000,7286.5000,7161.5000,6974.5000,7135.0000,6535.5000,6393.5000,6171.5000,6371.5000,6105.0000,8316.0000
8168.5000,7504.0000,7138.0000,6337.0000,6117.5000,7522.0000,8049.5000,8335.5000,7673.0000,7692.5000,7236.5000,7066.0000,6895.5000,7058.5000,6554.5000,6162.5000,6048.0000,6317.0000,6026.5000,8176.5000
8160.0000,7569.5000,7194.0000,6251.5000,6133.0000,7459.5000,8034.5000,8313.5000,7712.0000,7731.5000,7200.5000,7113.5000,6875.0000,7066.0000,6465.5000,6227.5000,6059.5000,6332.5000,6072.0000,8134.0000
8016.5000,7430.5000,7118.5000,6181.0000,5956.5000,7348.0000,7853.5000,8159.5000,7577.0000,7633.5000,7101.0000,6955.0000,6788.5000,6934.0000,6442.0000,6213.0000,6059.5000,6232.5000,6040.0000,8148.0000
8066.5000,7395.0000,7092.5000,6157.5000,5961.0000,7322.5000,7803.5000,8182.5000,7481.5000,7711.0000,7098.5000,6968.0000,6862.5000,6974.0000,6401.0000,6168.0000,6035.5000,6244.5000,6013.0000,8083.0000
7995.5000,7299.0000,7053.0000,6044.5000,5937.5000,7272.0000,7791.5000,8109.5000,7508.5000,7592.0000,7106.5000,6963.5000,6738.0000,6928.5000,6346.5000,6150.0000,5946.0000,6223.5000,5904.5000,8046.5000
8013.0000,7353.0000,7039.0000,6074.5000,5873.0000,7318.5000,7752.5000,8116.0000,7459.5000,7684.0000,7077.5000,7045.0000,6803.5000,6946.0000,6406.0000,6200.5000,6021.0000,6254.5000,5982.5000,7963.5000
7949.5000,7292.0000,7066.5000,5940.5000,5855.5000,7135.5000,7736.5000,8079.5000,7436.0000,7474.0000,6998.5000,6890.0000,6741.5000,6917.0000,6313.5000,6153.5000,5916.0000,6140.5000,5860.0000,7935.0000
7900.5000,7315.0000,7006.0000,5928.0000,5757.0000,7175.0000,7716.5000,8020.0000,7498.0000,7584.5000,7057.0000,6923.5000,6783.5000,6976.0000,6360.0000,6106.0000,5948.0000,6160.5000,5944.5000,7996.0000
7950.0000,7316.0000,7023.0000,5977.0000,5796.0000,7216.0000,7690.0000,8073.0000,7493.0000,7511.0000,7089.5000,6951.0000,6684.0000,6947.0000,6313.5000,6141.0000,6003.5000,6253.5000,5939.5000,8000.0000
7913.0000,7363.5000,6992.0000,6001.0000,5811.5000,7198.5000,7711.5000,8071.0000,7432.0000,7562.0000,7049.0000,6937.5000,6736.0000,6968.0000,6354.5000,6113.5000,5983.5000,6182.5000,5944.5000,8004.5000
7877.5000,7300.0000,7026.0000,5882.0000,5764.5000,7166.0000,7610.0000,8024.5000,7381.0000,7555.5000,6998.5000,6876.0000,6675.0000,6915.0000,6375.0000,6097.5000,5929.5000,6143.5000,5863.0000,8018.0000
7904.0000,7270.5000,7003.0000,5862.0000,5737.5000,7120.0000,7693.5000,8112.0000,7448.5000,7517.0000,7004.5000,6889.5000,6725.5000,6877.0000,6362.5000,6063.0000,5922.5000,6180.5000,5894.5000,7966.5000
7946.0000,7306.5000,7014.5000,5909.5000,5751.0000,7130.0000,7674.0000,7986.0000,7397.5000,7474.0000,6968.5000,6904.0000,6690.0000,6864.5000,6351.5000,6104.0000,5923.5000,6125.5000,5901.5000,7981.0000
7862.0000,7308.0000,6963.5000,5949.5000,5742.5000,7111.0000,7688.0000,8084.0000,7418.0000,7592.0000,7034.5000,6860.5000,6667.0000,6963.0000,6335.5000,6070.5000,5957.5000,6175.0000,5903.5000,8000.0000
7891.0000,7258.5000,7036.0000,5927.5000,5810.0000,7224.5000,7692.0000,8098.5000,7460.5000,7605.0000,6995.5000,6927.0000,6712.5000,6874.5000,6330.0000,6095.0000,5954.5000,6164.5000,5938.0000,7968.0000
7961.0000,7371.5000,7023.0000,5919.0000,5787.5000,7246.5000,7735.5000,8153.0000,7500.5000,7602.0000,7080.5000,6909.0000,6803.0000,6888.0000,6335.5000,6173.5000,6018.0000,6240.0000,5946.0000,8060.5000
7981.5000,7395.5000,7078.5000,5980.0000,5807.5000,7221.0000,7734.5000,8111.5000,7544.5000,7581.5000,7034.5000,6954.5000,6795.5000,6897.0000,6404.5000,6138.0000,5957.0000,6233.5000,6000.0000,8037.0000
8024.0000,7384.5000,7070.0000,5955.0000,5868.5000,7216.5000,7772.0000,8151.5000,7573.0000,7666.5000,7056.0000,7031.0000,6853.0000,6935.0000,6394.5000,6162.0000,6009.5000,6268.5000,5979.5000,8044.5000
8110.0000,7441.0000,7150.5000,6006.5000,5878.5000,7323.5000,7830.0000,8106.0000,7629.0000,7588.0000,7146.0000,6999.0000,6823.0000,7026.5000,6492.0000,6166.5000,6027.5000,6270.0000,6031.5000,8172.5000
8195.5000,7592.0000,7156.0000,6078.5000,5919.5000,7335.5000,7884.5000,8254.0000,7670.5000,7782.5000,7215.0000,7103.5000,6928.0000,7069.5000,6551.0000,6332.0000,6099.0000,6372.5000,6096.5000,8204.5000
8453.5000,7682.0000,7399.5000,6197.0000,5990.0000,7490.5000,7989.5000,8474.5000,7748.5000,7886.5000,7292.5000,7270.5000,7044.5000,7230.0000,6687.0000,6395.0000,6233.0000,6477.5000,6281.5000,8405.0000
8703.0000,7789.5000,7584.0000,6271.5000,6064.5000,7531.5000,8137.0000,8690.0000,8018.5000,8140.0000,7594.5000,7466.0000,7235.0000,7399.5000,6878.5000,6656.5000,6462.5000,6696.0000,6408.0000,8506.0000
8994.0000,8036.5000,7727.0000,6402.0000,6226.5000,7737.5000,8365.5000,8903.0000,8272.5000,8322.0000,7815.0000,7761.5000,7435.5000,7683.0000,7090.0000,6771.0000,6638.5000,6877.0000,6615.0000,8801.5000
9489.0000,8498.5000,8099.5000,6678.5000,6390.0000,8043.5000,8747.5000,9426.5000,8661.0000,8803.0000,8101.5000,8146.0000,7819.0000,8188.5000,7518.5000,7215.0000,6983.0000,7288.5000,6923.0000,9218.0000
10489.0000,9224.5000,8846.0000,6994.0000,6723.5000,8566.5000,9352.5000,10167.5000,9418.5000,9545.5000,8776.5000,8885.5000,8407.0000,8907.0000,8169.0000,7841.0000,7598.0000,7978.5000,7519.0000,10057.0000
12253.0000,10418.0000,9916.5000,7670.5000,7377.5000,9412.5000,10349.5000,11505.5000,10587.5000,10794.5000,9958.5000,10281.5000,9576.0000,10205.0000,9463.0000,9086.5000,8732.5000,9139.0000,8759.5000,11403.5000
14272.5000,11625.0000,11271.5000,8626.5000,8361.0000,10705.5000,11749.5000,13140.5000,12078.0000,12240.5000,11294.5000,11871.0000,10733.5000,11705.0000,10818.0000,10368.5000,10017.5000,10398.5000,10115.0000,12844.5000
14926.5000,12180.0000,11622.0000,9133.5000,8891.0000,11320.0000,12426.5000,13623.0000,12538.5000,12704.5000,11763.0000,12342.0000,11296.5000,12383.0000,11350.0000,10863.0000,10548.5000,11021.0000,10561.0000,13339.5000
13797.5000,11374.5000,10884.5000,8848.5000,8594.5000,10946.0000,11739.5000,12691.0000,11730.0000,11832.0000,10929.0000,11527.0000,10428.0000,11460.0000,10486.0000,10122.0000,9836.5000,10183.0000,9747.5000,12365.5000
11709.0000,9917.5000,9554.5000,7998.0000,7743.0000,9681.0000,10434.0000,11056.5000,10233.5000,10242.0000,9506.5000,9876.5000,9099.0000,9830.5000,9075.5000,8677.5000,8411.5000,8733.0000,8426.5000,10782.5000
10042.0000,8751.0000,8358.0000,7057.0000,6878.0000,8527.5000,9167.0000,9724.5000,8939.0000,9007.5000,8351.0000,8593.0000,8061.5000,8478.5000,7852.0000,7536.5000,7363.0000,7621.5000,7291.0000,9542.0000
9219.5000,8203.5000,7831.0000,6524.0000,6360.5000,7923.5000,8526.5000,9029.0000,8367.5000,8462.0000,7820.5000,7844.0000,7504.0000,7801.0000,7180.5000,6964.0000,6753.0000,6971.5000,6702.0000,8887.0000
8937.0000,8002.5000,7723.0000,6290.0000,6081.5000,7648.5000,8234.5000,8830.5000,8218.0000,8248.0000,7624.5000,7668.0000,7337.5000,7633.0000,6950.5000,6775.0000,6609.0000,6885.0000,6529.0000,8716.0000
8985.0000,8119.0000,7751.0000,6312.0000,6109.5000,7741.5000,8363.0000,8919.0000,8234.5000,8328.0000,7746.0000,7758.0000,7405.5000,7712.5000,7088.0000,6788.5000,6612.5000,6908.5000,6652.5000,8832.5000
9205.0000,8205.0000,7884.0000,6399.5000,6216.0000,7784.0000,8407.0000,9106.0000,8321.0000,8510.5000,7865.0000,7851.0000,7476.5000,7843.5000,7170.0000,6980.5000,6761.0000,7047.5000,6684.0000,8981.5000
9376.0000,8387.0000,8053.5000,6499.5000,6309.0000,7908.5000,8621.0000,9242.5000,8520.0000,8687.0000,8033.5000,8099.0000,7715.0000,8000.0000,7402.0000,7091.5000,6929.0000,7208.5000,6854.5000,9149.5000
9754.0000,8685.5000,8324.0000,6596.5000,6462.5000,8108.5000,8810.0000,9533.0000,8769.0000,8903.5000,8271.0000,8332.5000,7903.5000,8309.5000,7693.0000,7373.0000,7134.0000,7399.5000,7143.0000,9404.5000
10139.5000,8931.0000,8587.0000,6850.0000,6666.0000,8400.5000,9156.5000,9832.5000,9070.0000,9253.5000,8588.5000,8633.5000,8233.0000,8653.5000,7972.0000,7631.0000,7403.0000,7700.5000,7419.0000,9823.0000
10603.5000,9348.0000,8926.5000,7110.0000,6851.5000,8748.0000,9470.0000,10322.0000,9385.0000,9634.0000,8941.0000,9004.5000,8539.5000,9008.5000,8306.0000,7997.0000,7782.0000,8054.0000,7771.5000,10187.5000
11217.5000,9768.0000,9258.5000,7331.5000,7101.5000,9021.0000,9946.0000,10805.5000,9915.0000,10066.5000,9276.5000,9408.5000,8920.0000,9476.5000,8791.5000,8362.0000,8095.0000,8463.5000,8029.5000,10627.0000
11885.5000,10229.0000,9807.0000,7722.0000,7523.0000,9539.0000,10354.0000,11327.5000,10443.0000,10514.0000,9777.5000,10068.0000,9423.0000,10119.0000,9270.0000,8929.5000,8689.0000,8977.0000,8535.0000,11256.0000
12744.5000,10807.0000,10350.5000,8031.5000,7866.0000,10066.0000,10937.5000,11926.5000,10968.5000,11220.0000,10386.5000,10641.5000,9950.5000,10744.5000,9833.5000,9449.5000,9181.0000,9479.0000,9134.5000,11836.0000
13498.5000,11502.0000,11002.5000,8428.0000,8258.0000,10570.5000,11587.0000,12649.5000,11669.0000,11868.0000,10994.0000,11318.5000,10445.5000,11409.5000,10397.5000,10097.5000,9715.0000,10068.0000,9690.0000,12532.5000
14490.0000,12183.5000,11652.0000,8937.5000,8717.5000,11204.5000,12244.0000,13501.0000,12351.0000,12568.5000,11597.0000,12130.5000,11137.0000,12085.0000,11148.0000,10700.5000,10378.5000,10771.0000,10293.0000,13264.0000
15617.0000,12975.0000,12403.5000,9461.5000,9200.5000,11889.5000,13029.5000,14489.0000,13355.0000,13487.5000,12446.5000,13076.5000,11895.0000,13093.5000,11990.0000,11542.5000,11229.0000,11631.5000,11077.0000,14221.0000
16834.5000,13923.5000,13414.5000,10002.5000,9856.0000,12626.5000,13959.5000,15597.0000,14321.0000,14517.0000,13343.5000,14051.5000,12803.0000,14130.0000,12956.0000,12450.0000,12127.5000,12522.5000,12047.5000,15228.0000
18503.5000,15225.0000,14563.0000,10780.5000,10490.5000,13682.5000,15253.5000,16917.5000,15555.5000,15880.5000,14550.0000,15341.5000,13944.0000,15461.5000,14149.5000,13593.5000,13205.5000,13696.5000,13175.0000,16600.0000
20579.0000,16704.5000,16004.0000,11702.5000,11531.5000,14970.5000,16614.0000,18561.0000,17156.5000,17417.5000,16024.0000,17028.0000,15382.0000,17105.5000,15765.0000,15058.5000,14605.0000,15059.5000,14496.0000,18324.0000
23078.5000,18524.0000,17828.0000,12756.0000,12572.0000,16445.0000,18259.0000,20721.5000,18964.0000,19238.5000,17713.0000,18975.0000,17104.5000,19135.5000,17542.0000,16873.0000,16329.0000,16806.5000,16157.5000,20329.5000
26321.5000,20905.5000,20035.0000,14152.0000,13998.5000,18401.0000,20534.5000,23364.0000,21469.5000,21872.0000,19999.0000,21594.0000,19246.0000,21735.5000,19992.0000,19137.5000,18564.0000,19094.0000,18319.0000,22915.0000
30339.5000,23986.0000,23017.0000,16050.5000,15767.0000,20889.0000,23212.5000,26706.0000,24586.0000,25069.5000,22962.5000,24745.5000,22093.5000,24969.0000,23006.5000,22049.5000,21213.5000,22052.0000,21111.0000,26251.0000
35315.5000,27939.5000,26786.0000,18467.5000,18153.0000,24058.5000,26813.5000,31095.0000,28567.0000,29071.0000,26540.5000,28717.5000,25507.0000,29165.5000,26837.5000,25596.5000,24797.5000,25746.5000,24703.0000,30539.5000
41823.0000,32633.0000,31365.0000,21364.5000,20944.5000,27913.5000,31237.5000,36243.0000,33324.0000,33879.0000,31096.5000,33777.0000,29826.0000,34320.5000,31492.5000,30139.5000,29167.5000,30111.0000,29008.0000,35553.0000
48586.0000,37783.5000,36248.5000,24667.0000,24321.0000,32320.5000,35879.5000,42038.0000,38639.5000,39350.5000,36121.5000,39516.0000,34574.5000,39782.0000,36594.0000,35082.0000,33952.0000,35055.0000,33661.0000,41352.0000
55891.5000,42927.5000,41357.0000,28117.5000,27692.5000,36602.0000,40728.0000,47760.5000,43978.5000,44450.0000,40930.5000,45121.5000,39263.0000,45285.5000,41776.5000,40004.5000,38554.5000,39924.0000,38416.0000,47109.0000
61673.5000,47417.5000,45654.5000,31466.5000,30876.5000,40412.5000,44771.5000,52721.5000,48546.5000,49298.0000,45090.5000,49881.0000,43159.5000,50166.0000,46272.0000,44160.0000,42603.5000,44301.0000,42484.0000,51918.5000
63625.5000,50255.5000,48437.0000,33665.0000,33032.0000,42776.0000,47300.0000,55851.5000,51622.0000,51918.5000,47554.5000,53178.0000,45817.5000,53222.0000,48941.0000,46811.5000,45380.0000,46910.0000,44976.0000,54988.0000
64250.0000,51292.0000,49218.0000,34802.0000,34022.5000,43665.0000,48182.5000,56904.0000,52212.5000,52519.5000,48336.5000,54551.5000,46543.0000,54189.0000,49668.5000,47859.5000,46118.0000,47743.0000,45862.0000,55726.0000
63328.0000,49409.0000,47585.5000,34021.0000,33113.5000,42467.5000,46485.0000,54602.5000,50398.5000,50381.5000,46441.0000,52805.0000,44554.0000,52227.0000,47895.0000,45991.0000,44437.5000,45984.0000,44117.5000,53779.0000
60889.5000,45526.5000,43822.5000,31983.5000,31058.0000,39236.5000,42811.5000,50100.0000,46270.0000,46162.5000,42511.5000,48825.0000,40899.0000,47928.0000,44004.0000,42154.5000,40821.5000,42263.0000,40631.5000,49438.0000
53957.5000,40179.5000,38826.5000,28748.0000,27781.5000,34990.0000,38177.5000,44356.0000,40918.0000,40670.5000,37545.0000,43373.5000,36147.5000,42389.0000,38697.5000,37280.0000,36007.5000,37396.0000,35833.0000,43866.5000
46185.5000,34450.0000,33093.5000,24988.0000,24195.5000,30361.0000,32802.5000,38001.5000,34917.0000,34760.5000,32130.0000,37304.0000,30852.0000,35995.5000,32938.0000,31637.5000,30824.0000,31906.0000,30562.5000,37606.0000
38510.0000,28968.5000,27743.5000,21193.0000,20440.5000,25558.5000,27526.5000,31755.5000,29316.0000,29130.0000,26870.0000,31066.0000,25866.5000,30022.0000,27436.0000,26248.5000,25491.0000,26560.0000,25306.0000,31366.0000
31560.0000,23950.5000,23056.0000,17764.0000,17182.0000,21351.5000,23010.5000,26352.0000,24236.0000,24233.5000,22285.5000,25721.0000,21474.0000,24763.0000,22544.0000,21753.0000,21032.5000,21843.0000,20890.5000,25970.0000
26098.0000,20062.5000,19331.5000,15105.5000,14579.5000,18128.5000,19421.5000,22032.0000,20317.0000,20214.5000,18698.5000,21211.0000,17905.0000,20507.5000,18702.0000,18167.5000,17410.5000,18118.0000,17373.5000,21886.5000
21836.5000,17074.5000,16392.0000,12951.5000,12421.5000,15657.0000,16728.0000,18751.0000,17247.0000,17233.0000,15997.5000,17987.0000,15302.5000,17317.0000,15780.0000,15204.5000,14654.5000,15264.0000,14639.5000,18563.0000
18550.0000,14705.5000,14221.5000,11490.5000,11038.0000,13777.5000,14825.0000,16335.0000,15006.5000,15129.0000,14019.5000,15382.0000,13393.5000,14960.5000,13606.5000,13063.0000,12725.5000,13177.5000,12759.5000,16125.0000
16087.0000,13111.5000,12648.5000,10351.0000,9967.5000,12337.5000,13379.0000,14498.5000,13370.5000,13420.5000,12422.0000,13483.0000,11906.0000,13097.5000,11977.5000,11540.5000,11212.0000,11645.0000,11112.5000,14327.5000
14484.5000,11931.0000,11478.0000,9545.5000,9254.5000,11400.5000,12259.5000,13249.5000,12234.5000,12243.0000,11364.0000,12183.5000,10910.5000,11883.5000,10902.5000,10495.0000,10147.0000,10591.5000,10104.0000,13079.5000
13237.0000,11138.0000,10699.0000,8937.0000,8697.5000,10771.5000,11594.5000,12244.5000,11389.5000,11519.5000,10554.0000,11219.0000,10208.0000,11006.5000,10045.5000,9695.5000,9402.0000,9732.0000,9373.5000,12207.0000
12386.0000,10488.5000,10045.0000,8599.5000,8320.5000,10302.5000,11046.0000,11657.0000,10731.0000,10824.5000,10143.5000,10497.0000,9625.5000,10267.0000,9461.0000,9119.5000,8780.5000,9112.0000,8803.5000,11498.5000
11757.0000,10220.5000,9762.5000,8271.0000,8039.5000,10037.5000,10765.5000,11233.0000,10396.5000,10437.0000,9703.0000,9995.0000,9327.5000,9888.5000,9085.5000,8715.0000,8497.5000,8768.0000,8403.5000,11140.0000
11436.5000,10046.0000,9595.0000,8211.0000,7996.5000,9959.0000,10618.0000,11080.0000,10315.5000,10402.5000,9607.0000,9832.0000,9224.0000,9700.5000,8923.0000,8579.5000,8347.0000,8599.5000,8215.5000,10947.0000
11337.0000,10021.5000,9522.5000,8132.0000,7890.5000,9861.0000,10542.5000,10960.5000,10128.0000,10260.5000,9541.0000,9691.0000,9130.5000,9558.0000,8817.0000,8441.0000,8234.0000,8564.0000,8196.5000,10920.0000
11153.5000,9820.5000,9428.5000,8114.5000,7947.5000,9955.5000,10601.0000,10873.0000,10112.5000,10251.5000,9409.5000,9514.0000,9131.0000,9488.5000,8699.5000,8358.5000,8203.0000,8533.5000,8114.5000,10767.5000
11100.5000,9834.5000,9467.0000,8258.0000,8031.0000,9947.5000,10723.5000,10906.0000,10089.5000,10273.0000,9503.0000,9535.0000,9092.0000,9503.0000,8683.5000,8352.5000,8176.0000,8506.0000,8096.0000,10853.0000
11155.0000,9948.5000,9517.5000,8445.0000,8165.5000,10122.0000,10864.0000,11065.5000,10196.5000,10257.0000,9545.0000,9574.0000,9210.0000,9536.0000,8774.5000,8474.0000,8165.0000,8517.0000,8177.5000,10894.0000
11129.5000,9914.5000,9577.0000,8442.5000,8261.0000,10197.5000,10839.5000,11011.5000,10184.5000,10375.0000,9613.5000,9567.5000,9226.0000,9491.0000,8729.0000,8452.0000,8227.0000,8531.5000,8143.5000,10859.5000
11208.0000,10193.5000,9658.0000,8722.0000,8486.0000,10529.0000,11218.0000,11222.0000,10295.0000,10569.5000,9761.5000,9711.5000,9354.5000,9645.5000,8828.5000,8545.0000,8355.0000,8603.5000,8234.0000,11054.5000
11476.5000,10335.5000,9923.0000,9042.5000,8887.0000,10853.0000,11621.0000,11495.0000,10528.5000,10893.5000,10026.0000,9841.0000,9708.5000,9897.0000,9093.0000,8787.5000,8575.5000,8833.5000,8413.0000,11330.0000
11911.5000,10703.5000,10199.5000,9550.5000,9307.5000,11355.0000,12052.5000,11856.0000,11031.0000,11180.0000,10348.0000,10262.0000,9946.0000,10157.5000,9394.5000,9102.0000,8767.0000,9131.5000,8804.0000,11626.0000
12336.0000,11088.5000,10642.5000,9993.0000,9742.5000,11870.5000,12671.0000,12370.0000,11422.5000,11704.0000,10869.5000,10628.0000,10344.5000,10526.0000,9733.0000,9389.0000,9146.5000,9443.0000,9101.5000,12000.0000
13115.5000,11648.5000,11175.5000,10696.0000,10413.5000,12672.5000,13450.5000,13029.5000,12087.0000,12184.0000,11362.0000,11343.0000,10925.5000,11260.5000,10298.0000,9917.0000,9658.0000,10020.5000,9612.0000,12665.5000
13893.0000,12470.0000,11964.5000,11404.5000,11164.5000,13578.5000,14365.5000,13787.5000,12787.5000,12955.5000,12117.5000,12033.5000,11624.5000,11945.5000,11049.0000,10680.5000,10328.5000,10666.0000,10253.5000,13441.0000
15173.5000,13382.0000,12969.5000,12452.0000,12191.0000,14790.5000,15620.0000,14905.0000,13872.0000,14161.5000,13104.5000,13038.5000,12630.0000,13026.5000,11959.0000,11509.0000,11268.5000,11578.5000,11118.5000,14662.5000
16799.0000,14847.5000,14176.5000,13647.0000,13432.5000,16210.0000,17185.5000,16470.5000,15217.5000,15582.0000,14440.5000,14316.5000,13900.0000,14319.5000,13354.5000,12777.5000,12359.5000,12835.0000,12324.0000,16038.0000
18618.0000,16339.5000,15632.0000,14916.0000,14692.0000,17780.0000,18823.5000,18069.0000,16675.0000,17130.5000,15879.5000,16033.5000,15259.5000,15840.5000,14787.5000,14202.5000,13807.5000,14210.5000,13660.0000,17696.0000
20649.5000,17914.0000,17177.5000,16287.5000,16128.5000,19356.5000,20647.5000,19897.0000,18484.0000,18786.5000,17466.0000,17577.5000,16891.0000,17509.0000,16236.0000,15611.5000,15263.0000,15623.0000,15025.5000,19422.5000
22454.5000,19338.0000,18696.5000,17548.0000,17395.0000,21072.5000,22203.5000,21452.5000,20067.0000,20243.5000,18859.5000,19193.5000,18157.5000,18946.0000,17643.0000,16995.0000,16551.0000,17003.0000,16347.5000,21100.5000
23842.5000,20349.5000,19608.0000,18784.5000,18523.0000,22335.0000,23519.0000,22578.5000,21064.0000,21337.5000,19809.0000,20207.5000,19121.5000,20047.0000,18745.5000,17981.0000,17464.5000,18020.5000,17250.0000,22100.5000
24445.5000,20867.5000,20117.0000,19649.0000,19364.0000,23112.5000,24112.5000,23285.0000,21692.5000,22014.0000,20608.0000,20973.0000,19682.0000,20604.0000,19152.0000,18409.5000,17997.5000,18500.0000,17866.5000,22544.0000
